(((1*6)-(6/4))/((5*3)*3))	(/(-(*16)(/64))(*(*53)3))	(((16*)(64/)-)((53*)3*)/)
((7*(7+6))-((1*7)/(1-5)))	(-(*7(+76))(/(*17)(-15)))	((7(76+)*)((17*)(15-)/)-)
(((7+4)+(3-4))+((5*5)/(6*5)))	(+(+(+74)(-34))(/(*55)(*65)))	(((74+)(34-)+)((55*)(65*)/)+)
((4-(8*1))+(7*7))	(+(-4(*81))(*77))	((4(81*)-)(77*)+)
(((1+4)-(7+6))+((7-5)/(4/5)))	(+(-(+14)(+76))(/(-75)(/45)))	(((14+)(76+)-)((75-)(45/)/)+)
(((3*5)+0)*((4/1)-(7+0)))	(*(+(*35)0)(-(/41)(+70)))	(((35*)0+)((41/)(70+)-)*)
(((8-5)/(0-7))+((1*3)*(0*9)))	(+(/(-85)(-07))(*(*13)(*09)))	(((85-)(07-)/)((13*)(09*)*)+)
((6*(8*7))-(3-(6/3)))	(-(*6(*87))(-3(/63)))	((6(87*)*)(3(63/)-)-)
(((9+6)/(1/1))+((2-4)/(2+2)))	(+(/(+96)(/11))(/(-24)(+22)))	(((96+)(11/)/)((24-)(22+)/)+)
(((5*4)/(1/5))/((1-4)/(6/6)))	(/(/(*54)(/15))(/(-14)(/66)))	(((54*)(15/)/)((14-)(66/)/)/)
(((4*8)*0)-((4+4)+(7-8)))	(-(*(*48)0)(+(+44)(-78)))	(((48*)0*)((44+)(78-)+)-)
(((6-7)*1)/((0+4)+4))	(/(*(-67)1)(+(+04)4))	(((67-)1*)((04+)4+)/)
((4/(0-9))/(6+2))	(/(/4(-09))(+62))	((4(09-)/)(62+)/)
(((4*8)-(6*4))+(6-(3+6)))	(+(-(*48)(*64))(-6(+36)))	(((48*)(64*)-)(6(36+)-)+)
(((1/1)/(2-6))/((6*0)-(3-3)))	(/(/(/11)(-26))(-(*60)(-33)))	(((11/)(26-)/)((60*)(33-)-)/)
((1-(6*3))*((8-3)-(3+2)))	(*(-1(*63))(-(-83)(+32)))	((1(63*)-)((83-)(32+)-)*)
(((5+6)-(1-2))+((8/7)/(4*3)))	(+(-(+56)(-12))(/(/87)(*43)))	(((56+)(12-)-)((87/)(43*)/)+)
(((5+5)+(6+8))/((1-0)-(3+8)))	(/(+(+55)(+68))(-(-10)(+38)))	(((55+)(68+)+)((10-)(38+)-)/)
(((5/7)+(5+2))*((1+4)/(3-5)))	(*(+(/57)(+52))(/(+14)(-35)))	(((57/)(52+)+)((14+)(35-)/)*)
(((9-0)*(1-7))*((0/2)/(8*4)))	(*(*(-90)(-17))(/(/02)(*84)))	(((90-)(17-)*)((02/)(84*)/)*)
(((0*5)+(1/7))+((4+3)*(6+7)))	(+(+(*05)(/17))(*(+43)(+67)))	(((05*)(17/)+)((43+)(67+)*)+)
(((0/0)-(3/3))*((5*0)*(4/6)))	(*(-(/00)(/33))(*(*50)(/46)))	(((00/)(33/)-)((50*)(46/)*)*)
(((1-3)+(7*3))*((8*4)+(3/2)))	(*(+(-13)(*73))(+(*84)(/32)))	(((13-)(73*)+)((84*)(32/)+)*)
((6-(9-7))/((4+1)*1))	(/(-6(-97))(*(+41)1))	((6(97-)-)((41+)1*)/)
(((3+2)+(7-6))+((9/2)-9))	(+(+(+32)(-76))(-(/92)9))	(((32+)(76-)+)((92/)9-)+)
(((5*3)-4)/((4/2)-(8/2)))	(/(-(*53)4)(-(/42)(/82)))	(((53*)4-)((42/)(82/)-)/)
(((6+4)*9)*((0-2)+(5/7)))	(*(*(+64)9)(+(-02)(/57)))	(((64+)9*)((02-)(57/)+)*)
(((0+4)-(6+6))/(2/(5*0)))	(/(-(+04)(+66))(/2(*50)))	(((04+)(66+)-)(2(50*)/)/)
(((9/6)-(7/5))*((4*5)*(5*2)))	(*(-(/96)(/75))(*(*45)(*52)))	(((96/)(75/)-)((45*)(52*)*)*)
((3-(9+9))/((0-5)-8))	(/(-3(+99))(-(-05)8))	((3(99+)-)((05-)8-)/)
(((3+1)/(6+5))/((7+7)+(5-5)))	(/(/(+31)(+65))(+(+77)(-55)))	(((31+)(65+)/)((77+)(55-)+)/)
(((0+6)/9)+((1-3)*3))	(+(/(+06)9)(*(-13)3))	(((06+)9/)((13-)3*)+)
(((5/8)-(3+9))/(4*(8-7)))	(/(-(/58)(+39))(*4(-87)))	(((58/)(39+)-)(4(87-)*)/)
(((6+0)/(3+1))/((5-0)+(6-0)))	(/(/(+60)(+31))(+(-50)(-60)))	(((60+)(31+)/)((50-)(60-)+)/)
(((6*1)+(9-7))*((4+5)+(1+9)))	(*(+(*61)(-97))(+(+45)(+19)))	(((61*)(97-)+)((45+)(19+)+)*)
(((3*5)*(0+8))*((9*2)+(5+5)))	(*(*(*35)(+08))(+(*92)(+55)))	(((35*)(08+)*)((92*)(55+)+)*)
(((2-8)+1)+(4/(5*9)))	(+(+(-28)1)(/4(*59)))	(((28-)1+)(4(59*)/)+)
((7+(3/0))/(0-(4/7)))	(/(+7(/30))(-0(/47)))	((7(30/)+)(0(47/)-)/)
(((0/1)*8)/((9/7)*3))	(/(*(/01)8)(*(/97)3))	(((01/)8*)((97/)3*)/)
(((0*7)-(8-9))+(3/(3+6)))	(+(-(*07)(-89))(/3(+36)))	(((07*)(89-)-)(3(36+)/)+)
((1+(0-5))-((6*5)+(5/7)))	(-(+1(-05))(+(*65)(/57)))	((1(05-)+)((65*)(57/)+)-)
(((0*2)+(8+2))*((8+9)*(1*9)))	(*(+(*02)(+82))(*(+89)(*19)))	(((02*)(82+)+)((89+)(19*)*)*)
(((2*7)-9)*((0-8)/(1/6)))	(*(-(*27)9)(/(-08)(/16)))	(((27*)9-)((08-)(16/)/)*)
(((0+7)-(8+3))*7)	(*(-(+07)(+83))7)	(((07+)(83+)-)7*)
((6/6)/((5/4)*5))	(/(/66)(*(/54)5))	((66/)((54/)5*)/)
(((4*3)+(5-6))-((1/7)+(9/9)))	(-(+(*43)(-56))(+(/17)(/99)))	(((43*)(56-)+)((17/)(99/)+)-)
(((7*7)-7)*((8+3)*(1*3)))	(*(-(*77)7)(*(+83)(*13)))	(((77*)7-)((83+)(13*)*)*)
(((7/6)*(1*7))-((7*5)*(3/4)))	(-(*(/76)(*17))(*(*75)(/34)))	(((76/)(17*)*)((75*)(34/)*)-)
(((0/3)-(3/2))/((6+3)/0))	(/(-(/03)(/32))(/(+63)0))	(((03/)(32/)-)((63+)0/)/)
(((2+2)-(0*5))*((0+5)-(9/3)))	(*(-(+22)(*05))(-(+05)(/93)))	(((22+)(05*)-)((05+)(93/)-)*)
(((0+4)-(4*7))/((8/7)/(7-5)))	(/(-(+04)(*47))(/(/87)(-75)))	(((04+)(47*)-)((87/)(75-)/)/)
(((4*5)-(6+8))-((2-3)*(3/5)))	(-(-(*45)(+68))(*(-23)(/35)))	(((45*)(68+)-)((23-)(35/)*)-)
(((7+1)-(9-1))-(9+(3-2)))	(-(-(+71)(-91))(+9(-32)))	(((71+)(91-)-)(9(32-)+)-)
(((5*9)/(4-6))-(3/9))	(-(/(*59)(-46))(/39))	(((59*)(46-)/)(39/)-)
(((7*7)+(8/1))-((3+9)-(7/0)))	(-(+(*77)(/81))(-(+39)(/70)))	(((77*)(81/)+)((39+)(70/)-)-)
(((6-0)/(2/3))/((3/0)*(0*7)))	(/(/(-60)(/23))(*(/30)(*07)))	(((60-)(23/)/)((30/)(07*)*)/)
((2/(5*2))/((2+2)-(2/7)))	(/(/2(*52))(-(+22)(/27)))	((2(52*)/)((22+)(27/)-)/)
(((2-8)*9)*((7-3)/(3+0)))	(*(*(-28)9)(/(-73)(+30)))	(((28-)9*)((73-)(30+)/)*)
((4*(7+3))/(6-(2-2)))	(/(*4(+73))(-6(-22)))	((4(73+)*)(6(22-)-)/)
(((6/0)-4)*((6*4)/(4-3)))	(*(-(/60)4)(/(*64)(-43)))	(((60/)4-)((64*)(43-)/)*)
(((4*0)*(3*9))+((7-3)*(1*0)))	(+(*(*40)(*39))(*(-73)(*10)))	(((40*)(39*)*)((73-)(10*)*)+)
(((8+1)*(5+1))+((6+5)/7))	(+(*(+81)(+51))(/(+65)7))	(((81+)(51+)*)((65+)7/)+)
(((5+0)+(1/5))-((6-1)*(1/6)))	(-(+(+50)(/15))(*(-61)(/16)))	(((50+)(15/)+)((61-)(16/)*)-)
((2*(7*6))/((3+3)/(5-6)))	(/(*2(*76))(/(+33)(-56)))	((2(76*)*)((33+)(56-)/)/)
(((6*5)-(7-1))/((1*5)-(8*4)))	(/(-(*65)(-71))(-(*15)(*84)))	(((65*)(71-)-)((15*)(84*)-)/)
(((7/0)-(4/1))+((6-3)+(8*0)))	(+(-(/70)(/41))(+(-63)(*80)))	(((70/)(41/)-)((63-)(80*)+)+)
(((4*7)*(1/7))-(7+(9+3)))	(-(*(*47)(/17))(+7(+93)))	(((47*)(17/)*)(7(93+)+)-)
(((2+2)/(3-5))/((5+6)/(9/3)))	(/(/(+22)(-35))(/(+56)(/93)))	(((22+)(35-)/)((56+)(93/)/)/)
(((3*2)*(0/4))/((9/4)*(8+9)))	(/(*(*32)(/04))(*(/94)(+89)))	(((32*)(04/)*)((94/)(89+)*)/)
((1-6)-((4*6)+(3*3)))	(-(-16)(+(*46)(*33)))	((16-)((46*)(33*)+)-)
(((9/2)+1)-((0/1)/(6+6)))	(-(+(/92)1)(/(/01)(+66)))	(((92/)1+)((01/)(66+)/)-)
((9-(9+4))*((3-9)/(0*3)))	(*(-9(+94))(/(-39)(*03)))	((9(94+)-)((39-)(03*)/)*)
((1/9)*((5*9)/(5*2)))	(*(/19)(/(*59)(*52)))	((19/)((59*)(52*)/)*)
(((8*5)/(3-9))+((4+2)+(1+3)))	(+(/(*85)(-39))(+(+42)(+13)))	(((85*)(39-)/)((42+)(13+)+)+)
(((4/7)+3)*((2/7)*(1-3)))	(*(+(/47)3)(*(/27)(-13)))	(((47/)3+)((27/)(13-)*)*)
(((4*2)/(0/3))+((4*3)-1))	(+(/(*42)(/03))(-(*43)1))	(((42*)(03/)/)((43*)1-)+)
(((7-2)+(7*8))*((4-2)-(5-6)))	(*(+(-72)(*78))(-(-42)(-56)))	(((72-)(78*)+)((42-)(56-)-)*)
(((1+0)-(4-4))-((6*2)+(6+6)))	(-(-(+10)(-44))(+(*62)(+66)))	(((10+)(44-)-)((62*)(66+)+)-)
((7*3)*((7/9)-(3+8)))	(*(*73)(-(/79)(+38)))	((73*)((79/)(38+)-)*)
(((9*7)-(3+2))*((1/3)-(7+8)))	(*(-(*97)(+32))(-(/13)(+78)))	(((97*)(32+)-)((13/)(78+)-)*)
(((4/2)/(6+0))+((5/3)*(3*3)))	(+(/(/42)(+60))(*(/53)(*33)))	(((42/)(60+)/)((53/)(33*)*)+)
(((3+9)-(8-3))/(2-(5/7)))	(/(-(+39)(-83))(-2(/57)))	(((39+)(83-)-)(2(57/)-)/)
(((5/6)-(0-7))-((5/4)*(2+2)))	(-(-(/56)(-07))(*(/54)(+22)))	(((56/)(07-)-)((54/)(22+)*)-)
(((1*3)-6)-((2-9)+(8-0)))	(-(-(*13)6)(+(-29)(-80)))	(((13*)6-)((29-)(80-)+)-)
(((0+4)-(0-2))*((9+4)-(0-7)))	(*(-(+04)(-02))(-(+94)(-07)))	(((04+)(02-)-)((94+)(07-)-)*)
(((4+1)*(9+0))*((2-9)/(2+1)))	(*(*(+41)(+90))(/(-29)(+21)))	(((41+)(90+)*)((29-)(21+)/)*)
(((4*8)/(8-1))-((3-2)/4))	(-(/(*48)(-81))(/(-32)4))	(((48*)(81-)/)((32-)4/)-)
((6*6)*((5/2)*(9*9)))	(*(*66)(*(/52)(*99)))	((66*)((52/)(99*)*)*)
(((5/8)+(5*9))+((8-9)+(0/7)))	(+(+(/58)(*59))(+(-89)(/07)))	(((58/)(59*)+)((89-)(07/)+)+)
(((9+7)+(0-9))/((3-8)*(4*5)))	(/(+(+97)(-09))(*(-38)(*45)))	(((97+)(09-)+)((38-)(45*)*)/)
(((1/5)*(0-4))*(8-(9-9)))	(*(*(/15)(-04))(-8(-99)))	(((15/)(04-)*)(8(99-)-)*)
(((8-6)-(4/6))+((4-5)-(3/1)))	(+(-(-86)(/46))(-(-45)(/31)))	(((86-)(46/)-)((45-)(31/)-)+)
(((7*5)+(6*6))-((3+2)+8))	(-(+(*75)(*66))(+(+32)8))	(((75*)(66*)+)((32+)8+)-)
((6/(3/0))-((1-1)*(8-3)))	(-(/6(/30))(*(-11)(-83)))	((6(30/)/)((11-)(83-)*)-)
(((2-7)/(7*5))*((3+4)-(4-5)))	(*(/(-27)(*75))(-(+34)(-45)))	(((27-)(75*)/)((34+)(45-)-)*)
(((0-1)+(3+5))-((0*4)+(0/5)))	(-(+(-01)(+35))(+(*04)(/05)))	(((01-)(35+)+)((04*)(05/)+)-)
(((7/4)+(3*8))+((3*8)-(1/6)))	(+(+(/74)(*38))(-(*38)(/16)))	(((74/)(38*)+)((38*)(16/)-)+)
(((7-9)-(3-7))+((8/7)-(6-1)))	(+(-(-79)(-37))(-(/87)(-61)))	(((79-)(37-)-)((87/)(61-)-)+)
(((7+0)-(3-1))/((3/8)+(5-3)))	(/(-(+70)(-31))(+(/38)(-53)))	(((70+)(31-)-)((38/)(53-)+)/)
(((1*7)+(5/3))/((5*4)+(6*8)))	(/(+(*17)(/53))(+(*54)(*68)))	(((17*)(53/)+)((54*)(68*)+)/)
(((5+0)-(5*0))-((2*5)+(5-1)))	(-(-(+50)(*50))(+(*25)(-51)))	(((50+)(50*)-)((25*)(51-)+)-)
(((5*0)+(3/7))+(5-(2*7)))	(+(+(*50)(/37))(-5(*27)))	(((50*)(37/)+)(5(27*)-)+)
((6+(1*1))+((4+0)*(0*3)))	(+(+6(*11))(*(+40)(*03)))	((6(11*)+)((40+)(03*)*)+)
(((8*3)/(8-5))+((7-8)+(6+9)))	(+(/(*83)(-85))(+(-78)(+69)))	(((83*)(85-)/)((78-)(69+)+)+)
(((5/4)*(1+7))+((8*2)/(8/8)))	(+(*(/54)(+17))(/(*82)(/88)))	(((54/)(17+)*)((82*)(88/)/)+)
(((2*1)+(7-6))+((2+5)+(9/7)))	(+(+(*21)(-76))(+(+25)(/97)))	(((21*)(76-)+)((25+)(97/)+)+)
((6-(7+4))-(4+(8/7)))	(-(-6(+74))(+4(/87)))	((6(74+)-)(4(87/)+)-)
(((5/8)*(6*5))+(5/(0/4)))	(+(*(/58)(*65))(/5(/04)))	(((58/)(65*)*)(5(04/)/)+)
(((3*1)+(5+7))*((8-0)-(3-2)))	(*(+(*31)(+57))(-(-80)(-32)))	(((31*)(57+)+)((80-)(32-)-)*)
(((3*4)+(1*1))+(7*(1-4)))	(+(+(*34)(*11))(*7(-14)))	(((34*)(11*)+)(7(14-)*)+)
(((9-0)-(9*0))-((2/5)-(9-6)))	(-(-(-90)(*90))(-(/25)(-96)))	(((90-)(90*)-)((25/)(96-)-)-)
(((3*2)-(4*9))+((3/6)+(7/1)))	(+(-(*32)(*49))(+(/36)(/71)))	(((32*)(49*)-)((36/)(71/)+)+)
((2+(3-1))-((8*0)+(4*3)))	(-(+2(-31))(+(*80)(*43)))	((2(31-)+)((80*)(43*)+)-)
((0*2)+((5+2)+(9+7)))	(+(*02)(+(+52)(+97)))	((02*)((52+)(97+)+)+)
(((8-9)+(9/6))/((0+9)*(5*1)))	(/(+(-89)(/96))(*(+09)(*51)))	(((89-)(96/)+)((09+)(51*)*)/)
(((8*2)/3)-((8/2)*1))	(-(/(*82)3)(*(/82)1))	(((82*)3/)((82/)1*)-)
(((0+5)+(9-1))+((6*1)+(1+5)))	(+(+(+05)(-91))(+(*61)(+15)))	(((05+)(91-)+)((61*)(15+)+)+)
((4+(2*0))/((6-1)*(8/1)))	(/(+4(*20))(*(-61)(/81)))	((4(20*)+)((61-)(81/)*)/)
(((8/8)-(5+2))/((5*6)+(8*8)))	(/(-(/88)(+52))(+(*56)(*88)))	(((88/)(52+)-)((56*)(88*)+)/)
(((9*6)/1)/(9*(2*5)))	(/(/(*96)1)(*9(*25)))	(((96*)1/)(9(25*)*)/)
(((2+8)-(3-9))*((6+7)*(3-7)))	(*(-(+28)(-39))(*(+67)(-37)))	(((28+)(39-)-)((67+)(37-)*)*)
(((2*9)-(5*8))+((2+0)+(3-8)))	(+(-(*29)(*58))(+(+20)(-38)))	(((29*)(58*)-)((20+)(38-)+)+)
((6+(2*6))-((9*1)/(7-8)))	(-(+6(*26))(/(*91)(-78)))	((6(26*)+)((91*)(78-)/)-)
(((8+6)*(1-6))-((2*3)/0))	(-(*(+86)(-16))(/(*23)0))	(((86+)(16-)*)((23*)0/)-)
(((3-5)*(7/3))*((1+9)/(5/0)))	(*(*(-35)(/73))(/(+19)(/50)))	(((35-)(73/)*)((19+)(50/)/)*)
(((1-0)+(7/8))-((8-1)/(5+0)))	(-(+(-10)(/78))(/(-81)(+50)))	(((10-)(78/)+)((81-)(50+)/)-)
(((4/0)/(2-3))*((2*2)/(3/1)))	(*(/(/40)(-23))(/(*22)(/31)))	(((40/)(23-)/)((22*)(31/)/)*)
((5/(7/8))-((6-5)/(8/6)))	(-(/5(/78))(/(-65)(/86)))	((5(78/)/)((65-)(86/)/)-)
(((1*4)*4)*(4-(5-4)))	(*(*(*14)4)(-4(-54)))	(((14*)4*)(4(54-)-)*)
(((2+9)+(2*4))+((6*3)-(0*2)))	(+(+(+29)(*24))(-(*63)(*02)))	(((29+)(24*)+)((63*)(02*)-)+)
((1*(0*8))+((6-9)+1))	(+(*1(*08))(+(-69)1))	((1(08*)*)((69-)1+)+)
(((4*1)-6)-((4*3)*9))	(-(-(*41)6)(*(*43)9))	(((41*)6-)((43*)9*)-)
(((7*0)*(5*1))*((3*9)+(0-9)))	(*(*(*70)(*51))(+(*39)(-09)))	(((70*)(51*)*)((39*)(09-)+)*)
(((2/2)+(7+7))/((4-7)+(0+2)))	(/(+(/22)(+77))(+(-47)(+02)))	(((22/)(77+)+)((47-)(02+)+)/)
(((5/8)+(5*6))*((0+2)*(4*5)))	(*(+(/58)(*56))(*(+02)(*45)))	(((58/)(56*)+)((02+)(45*)*)*)
(((6+6)*7)-((9/6)/(0*6)))	(-(*(+66)7)(/(/96)(*06)))	(((66+)7*)((96/)(06*)/)-)
((8/8)*((7*8)-(7/6)))	(*(/88)(-(*78)(/76)))	((88/)((78*)(76/)-)*)
(((1+3)/(7/6))/((3-3)/(2/9)))	(/(/(+13)(/76))(/(-33)(/29)))	(((13+)(76/)/)((33-)(29/)/)/)
(((5+4)+(2/7))+((7+4)+(5*3)))	(+(+(+54)(/27))(+(+74)(*53)))	(((54+)(27/)+)((74+)(53*)+)+)
(((0-8)/(3/2))*((4+5)+(3/8)))	(*(/(-08)(/32))(+(+45)(/38)))	(((08-)(32/)/)((45+)(38/)+)*)
(((0+0)/(2+8))+((4+7)*(3*3)))	(+(/(+00)(+28))(*(+47)(*33)))	(((00+)(28+)/)((47+)(33*)*)+)
(((7+3)*(7-2))-(4*(9*6)))	(-(*(+73)(-72))(*4(*96)))	(((73+)(72-)*)(4(96*)*)-)
(((8*4)*(1/0))+((0*5)*6))	(+(*(*84)(/10))(*(*05)6))	(((84*)(10/)*)((05*)6*)+)
(((6-1)/(9+3))+((3/2)/(4*1)))	(+(/(-61)(+93))(/(/32)(*41)))	(((61-)(93+)/)((32/)(41*)/)+)
(((0+4)+(1/6))-((5/5)-1))	(-(+(+04)(/16))(-(/55)1))	(((04+)(16/)+)((55/)1-)-)
(((6+1)+(7+8))-((4+8)-2))	(-(+(+61)(+78))(-(+48)2))	(((61+)(78+)+)((48+)2-)-)
(((0/6)*(7-3))+((4-5)-(7/6)))	(+(*(/06)(-73))(-(-45)(/76)))	(((06/)(73-)*)((45-)(76/)-)+)
(((7+5)/(3*1))-((0+9)+5))	(-(/(+75)(*31))(+(+09)5))	(((75+)(31*)/)((09+)5+)-)
(((1-8)/(4*9))*((0+8)*(9+8)))	(*(/(-18)(*49))(*(+08)(+98)))	(((18-)(49*)/)((08+)(98+)*)*)
(((8-8)-2)+(5/(3-0)))	(+(-(-88)2)(/5(-30)))	(((88-)2-)(5(30-)/)+)
(((7*6)/(4*6))-((8-6)-(1*2)))	(-(/(*76)(*46))(-(-86)(*12)))	(((76*)(46*)/)((86-)(12*)-)-)
((2/(4-7))*((5/5)+(8+3)))	(*(/2(-47))(+(/55)(+83)))	((2(47-)/)((55/)(83+)+)*)
(((7/4)/(2+7))-((9*8)+(1+0)))	(-(/(/74)(+27))(+(*98)(+10)))	(((74/)(27+)/)((98*)(10+)+)-)
(((9+9)-6)+(0+(4/4)))	(+(-(+99)6)(+0(/44)))	(((99+)6-)(0(44/)+)+)
((8+2)+(1*(4-3)))	(+(+82)(*1(-43)))	((82+)(1(43-)*)+)
(((9*9)*(3+3))-((1*1)+(2/6)))	(-(*(*99)(+33))(+(*11)(/26)))	(((99*)(33+)*)((11*)(26/)+)-)
((4*(8/9))-((1-1)*(1*7)))	(-(*4(/89))(*(-11)(*17)))	((4(89/)*)((11-)(17*)*)-)
(((7-4)/(2+8))/(5/(5+8)))	(/(/(-74)(+28))(/5(+58)))	(((74-)(28+)/)(5(58+)/)/)
(((4/9)*(8-4))/(7/(0*1)))	(/(*(/49)(-84))(/7(*01)))	(((49/)(84-)*)(7(01*)/)/)
(((3/1)+(4+8))/((3-0)/(0/1)))	(/(+(/31)(+48))(/(-30)(/01)))	(((31/)(48+)+)((30-)(01/)/)/)
(((8*1)+(5*4))+((2/1)/0))	(+(+(*81)(*54))(/(/21)0))	(((81*)(54*)+)((21/)0/)+)
(((9-8)*(2*8))/((4-4)-(5*6)))	(/(*(-98)(*28))(-(-44)(*56)))	(((98-)(28*)*)((44-)(56*)-)/)
((1*(8-1))+(6*(2*9)))	(+(*1(-81))(*6(*29)))	((1(81-)*)(6(29*)*)+)
(((5*5)-1)*((9*1)/9))	(*(-(*55)1)(/(*91)9))	(((55*)1-)((91*)9/)*)
(((7+4)-(1*5))+((0/5)-(8-7)))	(+(-(+74)(*15))(-(/05)(-87)))	(((74+)(15*)-)((05/)(87-)-)+)
((8-(4/3))/((4-4)-(1*4)))	(/(-8(/43))(-(-44)(*14)))	((8(43/)-)((44-)(14*)-)/)
(((3*8)+(4+2))+(1/(3-8)))	(+(+(*38)(+42))(/1(-38)))	(((38*)(42+)+)(1(38-)/)+)
(((3*3)+(0/1))-((6*8)/7))	(-(+(*33)(/01))(/(*68)7))	(((33*)(01/)+)((68*)7/)-)
(((5*3)+(1-0))/((6-6)+4))	(/(+(*53)(-10))(+(-66)4))	(((53*)(10-)+)((66-)4+)/)
(((5/1)-(0-4))*(5+(4+3)))	(*(-(/51)(-04))(+5(+43)))	(((51/)(04-)-)(5(43+)+)*)
(((4+6)+(3/9))/(1-(6*3)))	(/(+(+46)(/39))(-1(*63)))	(((46+)(39/)+)(1(63*)-)/)
((2+(9*9))/((0*8)/(4-8)))	(/(+2(*99))(/(*08)(-48)))	((2(99*)+)((08*)(48-)/)/)
(8+((9+0)-(1*2)))	(+8(-(+90)(*12)))	(8((90+)(12*)-)+)
(((1*4)-9)*((6*4)+(1/4)))	(*(-(*14)9)(+(*64)(/14)))	(((14*)9-)((64*)(14/)+)*)
(((6-6)*(0-3))+((2+5)/(3-6)))	(+(*(-66)(-03))(/(+25)(-36)))	(((66-)(03-)*)((25+)(36-)/)+)
(((4+9)/(2+1))/((9*2)/(1*1)))	(/(/(+49)(+21))(/(*92)(*11)))	(((49+)(21+)/)((92*)(11*)/)/)
(((5-4)-(5/2))-((3-4)+(2*0)))	(-(-(-54)(/52))(+(-34)(*20)))	(((54-)(52/)-)((34-)(20*)+)-)
((5+(7-8))/((1*8)-(7/9)))	(/(+5(-78))(-(*18)(/79)))	((5(78-)+)((18*)(79/)-)/)
(((7*9)/(3-1))+((1-0)+(3-9)))	(+(/(*79)(-31))(+(-10)(-39)))	(((79*)(31-)/)((10-)(39-)+)+)
(((9*9)-(4/9))-((4-3)*(6*0)))	(-(-(*99)(/49))(*(-43)(*60)))	(((99*)(49/)-)((43-)(60*)*)-)
(5-((8/8)*(7-5)))	(-5(*(/88)(-75)))	(5((88/)(75-)*)-)
(((0-8)*8)*((3+1)-(9/1)))	(*(*(-08)8)(-(+31)(/91)))	(((08-)8*)((31+)(91/)-)*)
(((5*9)+(3-9))+(2+(2*2)))	(+(+(*59)(-39))(+2(*22)))	(((59*)(39-)+)(2(22*)+)+)
(((5-6)*(1+3))-((0/5)*(2-9)))	(-(*(-56)(+13))(*(/05)(-29)))	(((56-)(13+)*)((05/)(29-)*)-)
(((4+7)+(0-6))+((9*6)/(8/4)))	(+(+(+47)(-06))(/(*96)(/84)))	(((47+)(06-)+)((96*)(84/)/)+)
(((0-3)-0)+((6-0)-(0+0)))	(+(-(-03)0)(-(-60)(+00)))	(((03-)0-)((60-)(00+)-)+)
(((5+7)-8)-((3/2)*(7*2)))	(-(-(+57)8)(*(/32)(*72)))	(((57+)8-)((32/)(72*)*)-)
(((7+3)*(4-7))*((9/4)-(9-9)))	(*(*(+73)(-47))(-(/94)(-99)))	(((73+)(47-)*)((94/)(99-)-)*)
(((4/8)-(8/1))+((3/3)*(7-2)))	(+(-(/48)(/81))(*(/33)(-72)))	(((48/)(81/)-)((33/)(72-)*)+)
(((1-1)*(5+2))-((8+1)*(6-2)))	(-(*(-11)(+52))(*(+81)(-62)))	(((11-)(52+)*)((81+)(62-)*)-)
(((8/8)/8)+((5*7)/(2+2)))	(+(/(/88)8)(/(*57)(+22)))	(((88/)8/)((57*)(22+)/)+)
(((3/3)-(7/3))+(1/0))	(+(-(/33)(/73))(/10))	(((33/)(73/)-)(10/)+)
(((9-6)*(3-9))/((0-1)/(5+9)))	(/(*(-96)(-39))(/(-01)(+59)))	(((96-)(39-)*)((01-)(59+)/)/)
(((0+3)*2)+((7/9)+(6*1)))	(+(*(+03)2)(+(/79)(*61)))	(((03+)2*)((79/)(61*)+)+)
(((5/1)-(9*2))*((5-6)*(1+2)))	(*(-(/51)(*92))(*(-56)(+12)))	(((51/)(92*)-)((56-)(12+)*)*)
(((7/3)+(1-5))/((0-0)+(6-4)))	(/(+(/73)(-15))(+(-00)(-64)))	(((73/)(15-)+)((00-)(64-)+)/)
((1+(2-1))/((3-5)*(6+2)))	(/(+1(-21))(*(-35)(+62)))	((1(21-)+)((35-)(62+)*)/)
(((8+6)+(3-1))*(0*6))	(*(+(+86)(-31))(*06))	(((86+)(31-)+)(06*)*)
((2-(2-9))*((3/9)-(8+2)))	(*(-2(-29))(-(/39)(+82)))	((2(29-)-)((39/)(82+)-)*)
((3-(6+8))-((6/3)+(0*5)))	(-(-3(+68))(+(/63)(*05)))	((3(68+)-)((63/)(05*)+)-)
((8-(9/6))*((0*5)*6))	(*(-8(/96))(*(*05)6))	((8(96/)-)((05*)6*)*)
(((7*3)-(8*2))*(8+(7+8)))	(*(-(*73)(*82))(+8(+78)))	(((73*)(82*)-)(8(78+)+)*)
(((5-7)+(9*9))+((0*3)-(4*6)))	(+(+(-57)(*99))(-(*03)(*46)))	(((57-)(99*)+)((03*)(46*)-)+)
(((3*7)-(6*3))/(9-(3*7)))	(/(-(*37)(*63))(-9(*37)))	(((37*)(63*)-)(9(37*)-)/)
(((1/5)/(9/1))*((7+5)-(6/0)))	(*(/(/15)(/91))(-(+75)(/60)))	(((15/)(91/)/)((75+)(60/)-)*)
(((1*8)-4)+((9*3)/(1-2)))	(+(-(*18)4)(/(*93)(-12)))	(((18*)4-)((93*)(12-)/)+)
(((1/8)/(2+3))/((3+6)+(7*8)))	(/(/(/18)(+23))(+(+36)(*78)))	(((18/)(23+)/)((36+)(78*)+)/)
(((1+3)/(1-7))+((9/6)-(3-7)))	(+(/(+13)(-17))(-(/96)(-37)))	(((13+)(17-)/)((96/)(37-)-)+)
