(2/(5*(0*(6-6))))	(/2(*5(*0(-66))))	(2(5(0(66-)*)*)/)
((((9/0)+(8-9))-1)+(((4-6)-(5/2))*((4+6)+(8*0))))	(+(-(+(/90)(-89))1)(*(-(-46)(/52))(+(+46)(*80))))	((((90/)(89-)+)1-)(((46-)(52/)-)((46+)(80*)+)*)+)
((((3-0)+(2-8))*(7-9))/5)	(/(*(+(-30)(-28))(-79))5)	((((30-)(28-)+)(79-)*)5/)
((((5+1)/(5*7))*(6/8))*(5-9))	(*(*(/(+51)(*57))(/68))(-59))	((((51+)(57*)/)(68/)*)(59-)*)
((((8*8)/(4*6))+(4-3))+(4*(8+8)))	(+(+(/(*88)(*46))(-43))(*4(+88)))	((((88*)(46*)/)(43-)+)(4(88+)*)+)
((((9+3)-(2-6))/(6/7))*(7/(1-(3-7))))	(*(/(-(+93)(-26))(/67))(/7(-1(-37))))	((((93+)(26-)-)(67/)/)(7(1(37-)-)/)*)
((((4+1)/(1-7))-(1*6))*(5*((2/6)-2)))	(*(-(/(+41)(-17))(*16))(*5(-(/26)2)))	((((41+)(17-)/)(16*)-)(5((26/)2-)*)*)
((((9-2)-(2-9))/(5/3))+(0+((2+5)+(8*6))))	(+(/(-(-92)(-29))(/53))(+0(+(+25)(*86))))	((((92-)(29-)-)(53/)/)(0((25+)(86*)+)+)+)
((((5*4)/(1-2))-(0/6))-((5+9)/9))	(-(-(/(*54)(-12))(/06))(/(+59)9))	((((54*)(12-)/)(06/)-)((59+)9/)-)
((((0/1)/(1*7))/(9/7))/((0-1)-(1*6)))	(/(/(/(/01)(*17))(/97))(-(-01)(*16)))	((((01/)(17*)/)(97/)/)((01-)(16*)-)/)
((((9*3)*(9/6))+(2+8))+((6+7)-(6/(9+3))))	(+(+(*(*93)(/96))(+28))(-(+67)(/6(+93))))	((((93*)(96/)*)(28+)+)((67+)(6(93+)/)-)+)
((((3-7)-(6+8))/(3*5))-((7/1)-((7*2)+2)))	(-(/(-(-37)(+68))(*35))(-(/71)(+(*72)2)))	((((37-)(68+)-)(35*)/)((71/)((72*)2+)-)-)
((((8-7)-(6+5))*(6-5))-((6/4)-((1*4)*(4*7))))	(-(*(-(-87)(+65))(-65))(-(/64)(*(*14)(*47))))	((((87-)(65+)-)(65-)*)((64/)((14*)(47*)*)-)-)
((((1/4)*(4-0))+(6*8))/((7+(4-1))*5))	(/(+(*(/14)(-40))(*68))(*(+7(-41))5))	((((14/)(40-)*)(68*)+)((7(41-)+)5*)/)
((((3-9)*(1-5))/(9*6))+((3-(2-0))+(6*5)))	(+(/(*(-39)(-15))(*96))(+(-3(-20))(*65)))	((((39-)(15-)*)(96*)/)((3(20-)-)(65*)+)+)
((((9/9)/(3/2))*(1-0))-((7-(7/5))/(7+(4*1))))	(-(*(/(/99)(/32))(-10))(/(-7(/75))(+7(*41))))	((((99/)(32/)/)(10-)*)((7(75/)-)(7(41*)+)/)-)
((((6-0)+(0-6))-(3*7))/((2+(6-3))-((0-7)-8)))	(/(-(+(-60)(-06))(*37))(-(+2(-63))(-(-07)8)))	((((60-)(06-)+)(37*)-)((2(63-)+)((07-)8-)-)/)
((((5/9)-(1/4))*(1-2))*((1/(5*6))*((6/2)-(2+2))))	(*(*(-(/59)(/14))(-12))(*(/1(*56))(-(/62)(+22))))	((((59/)(14/)-)(12-)*)((1(56*)/)((62/)(22+)-)*)*)
((((8+0)/(2/2))-(0-6))/(((1-3)+2)*1))	(/(-(/(+80)(/22))(-06))(*(+(-13)2)1))	((((80+)(22/)/)(06-)-)(((13-)2+)1*)/)
((((4/9)+(5+7))+(2+5))-(((5*7)+7)+(7*4)))	(-(+(+(/49)(+57))(+25))(+(+(*57)7)(*74)))	((((49/)(57+)+)(25+)+)(((57*)7+)(74*)+)-)
((((3*1)*(8/8))-(7+2))*(((6/0)+2)/(5+(1/6))))	(*(-(*(*31)(/88))(+72))(/(+(/60)2)(+5(/16))))	((((31*)(88/)*)(72+)-)(((60/)2+)(5(16/)+)/)*)
((((3*1)-(4-0))/(2/4))*(((1*5)-5)*((8/4)+8)))	(*(/(-(*31)(-40))(/24))(*(-(*15)5)(+(/84)8)))	((((31*)(40-)-)(24/)/)(((15*)5-)((84/)8+)*)*)
((((5-1)+(6-6))-(1-3))*(((3-8)/9)-((4-1)+(4*5))))	(*(-(+(-51)(-66))(-13))(-(/(-38)9)(+(-41)(*45))))	((((51-)(66-)+)(13-)-)(((38-)9/)((41-)(45*)+)-)*)
((((2/3)+(7*3))/(6/3))+(((6/3)/(4-6))-7))	(+(/(+(/23)(*73))(/63))(-(/(/63)(-46))7))	((((23/)(73*)+)(63/)/)(((63/)(46-)/)7-)+)
((((1-4)+(7/3))+(3+6))+(((5/4)+(9/7))+(3/3)))	(+(+(+(-14)(/73))(+36))(+(+(/54)(/97))(/33)))	((((14-)(73/)+)(36+)+)(((54/)(97/)+)(33/)+)+)
((((2*5)-(4*2))-(1-3))-(((0+3)-(4+4))+(4*(8+1))))	(-(-(-(*25)(*42))(-13))(+(-(+03)(+44))(*4(+81))))	((((25*)(42*)-)(13-)-)(((03+)(44+)-)(4(81+)*)+)-)
((((7*2)*(2*3))*(0*8))+(((4*8)-(4-5))/((7*9)/4)))	(+(*(*(*72)(*23))(*08))(/(-(*48)(-45))(/(*79)4)))	((((72*)(23*)*)(08*)*)(((48*)(45-)-)((79*)4/)/)+)
((((0-2)-(2/7))*(5+7))*(((5+5)+(4-1))*((8+6)/(5/2))))	(*(*(-(-02)(/27))(+57))(*(+(+55)(-41))(/(+86)(/52))))	((((02-)(27/)-)(57+)*)(((55+)(41-)+)((86+)(52/)/)*)*)
((((0/6)+(7/7))/(1*(0*0)))*8)	(*(/(+(/06)(/77))(*1(*00)))8)	((((06/)(77/)+)(1(00*)*)/)8*)
((((2/6)/(6/6))*(4/(6+4)))+(5*6))	(+(*(/(/26)(/66))(/4(+64)))(*56))	((((26/)(66/)/)(4(64+)/)*)(56*)+)
((((3-9)+(2-3))*(6-(6+3)))/(1*(9*4)))	(/(*(+(-39)(-23))(-6(+63)))(*1(*94)))	((((39-)(23-)+)(6(63+)-)*)(1(94*)*)/)
((((0/8)+(0*9))/(4-(3-3)))-(9+(0-(0+8))))	(-(/(+(/08)(*09))(-4(-33)))(+9(-0(+08))))	((((08/)(09*)+)(4(33-)-)/)(9(0(08+)-)+)-)
((((8/8)/(5+6))+(6*(6*4)))+(5+((8/2)/0)))	(+(+(/(/88)(+56))(*6(*64)))(+5(/(/82)0)))	((((88/)(56+)/)(6(64*)*)+)(5((82/)0/)+)+)
((((6/4)*(4*6))/(5+(4-5)))+(4+((8/5)*(9/0))))	(+(/(*(/64)(*46))(+5(-45)))(+4(*(/85)(/90))))	((((64/)(46*)*)(5(45-)+)/)(4((85/)(90/)*)+)+)
((((3+1)+(7/3))+(2+(0*9)))+((5+4)-9))	(+(+(+(+31)(/73))(+2(*09)))(-(+54)9))	((((31+)(73/)+)(2(09*)+)+)((54+)9-)+)
((((7-3)/(3-0))+(3+(5/9)))/((4-2)*(1*2)))	(/(+(/(-73)(-30))(+3(/59)))(*(-42)(*12)))	((((73-)(30-)/)(3(59/)+)+)((42-)(12*)*)/)
((((2+5)/(2+1))+(3/(7+4)))-((4*8)*(1-(2-3))))	(-(+(/(+25)(+21))(/3(+74)))(*(*48)(-1(-23))))	((((25+)(21+)/)(3(74+)/)+)((48*)(1(23-)-)*)-)
((((0+0)/(8/2))-(4*(3+3)))*((6+6)-((7/1)+8)))	(*(-(/(+00)(/82))(*4(+33)))(-(+66)(+(/71)8)))	((((00+)(82/)/)(4(33+)*)-)((66+)((71/)8+)-)*)
((((5-5)/(6*6))-(9+(8-4)))+((3/4)*((3/3)-(7+8))))	(+(-(/(-55)(*66))(+9(-84)))(*(/34)(-(/33)(+78))))	((((55-)(66*)/)(9(84-)+)-)((34/)((33/)(78+)-)*)+)
((((8/8)*(7*1))*(1/(0*9)))*((7/(5/3))*5))	(*(*(*(/88)(*71))(/1(*09)))(*(/7(/53))5))	((((88/)(71*)*)(1(09*)/)*)((7(53/)/)5*)*)
((((2*6)+(3-4))/(0-(7/2)))+((2*(6-1))-(4-6)))	(+(/(+(*26)(-34))(-0(/72)))(-(*2(-61))(-46)))	((((26*)(34-)+)(0(72/)-)/)((2(61-)*)(46-)-)+)
((((1*0)+(7/2))+(5*(5-9)))/((6+(2+6))-(0+(2*0))))	(/(+(+(*10)(/72))(*5(-59)))(-(+6(+26))(+0(*20))))	((((10*)(72/)+)(5(59-)*)+)((6(26+)+)(0(20*)+)-)/)
((((9+9)+(5/6))/(6/(9*5)))/((9+(2-7))+((1/8)-6)))	(/(/(+(+99)(/56))(/6(*95)))(+(+9(-27))(-(/18)6)))	((((99+)(56/)+)(6(95*)/)/)((9(27-)+)((18/)6-)+)/)
((((6*6)*(1-7))+(8-(3/1)))*((9/(1*2))+((4/3)*(3+7))))	(*(+(*(*66)(-17))(-8(/31)))(+(/9(*12))(*(/43)(+37))))	((((66*)(17-)*)(8(31/)-)+)((9(12*)/)((43/)(37+)*)+)*)
((((0+9)-(9*7))-(3-(6/2)))*(((1/9)/2)*8))	(*(-(-(+09)(*97))(-3(/62)))(*(/(/19)2)8))	((((09+)(97*)-)(3(62/)-)-)(((19/)2/)8*)*)
((((4-9)-(5*3))/(9*(8+7)))/(((0*0)*0)+(4+0)))	(/(/(-(-49)(*53))(*9(+87)))(+(*(*00)0)(+40)))	((((49-)(53*)-)(9(87+)*)/)(((00*)0*)(40+)+)/)
((((7*8)-(4+7))*(4/(8*0)))/(((8/3)+4)/(3/(7-8))))	(/(*(-(*78)(+47))(/4(*80)))(/(+(/83)4)(/3(-78))))	((((78*)(47+)-)(4(80*)/)*)(((83/)4+)(3(78-)/)/)/)
((((1-1)*(2*8))/(4-(7+1)))-(((7*4)/3)+((0*8)+5)))	(-(/(*(-11)(*28))(-4(+71)))(+(/(*74)3)(+(*08)5)))	((((11-)(28*)*)(4(71+)-)/)(((74*)3/)((08*)5+)+)-)
((((2*5)-(4+0))+(3/(0+0)))+(((1+7)+9)+((2+7)*(0+9))))	(+(+(-(*25)(+40))(/3(+00)))(+(+(+17)9)(*(+27)(+09))))	((((25*)(40+)-)(3(00+)/)+)(((17+)9+)((27+)(09+)*)+)+)
((((9-9)-(6+0))/(7-(7*3)))*(((3/0)-(6*1))*1))	(*(/(-(-99)(+60))(-7(*73)))(*(-(/30)(*61))1))	((((99-)(60+)-)(7(73*)-)/)(((30/)(61*)-)1*)*)
((((1/0)*(2*8))*(5+(0+3)))-(((6/7)*(4+0))+(2+6)))	(-(*(*(/10)(*28))(+5(+03)))(+(*(/67)(+40))(+26)))	((((10/)(28*)*)(5(03+)+)*)(((67/)(40+)*)(26+)+)-)
((((9/2)*(6-2))-(4+(6/4)))/(((8-9)-(7*5))+(7*(0-4))))	(/(-(*(/92)(-62))(+4(/64)))(+(-(-89)(*75))(*7(-04))))	((((92/)(62-)*)(4(64/)+)-)(((89-)(75*)-)(7(04-)*)+)/)
((((0-7)+(6-2))-(2-(5/5)))/(((4-0)+(0-9))+((1/5)+4)))	(/(-(+(-07)(-62))(-2(/55)))(+(+(-40)(-09))(+(/15)4)))	((((07-)(62-)+)(2(55/)-)-)(((40-)(09-)+)((15/)4+)+)/)
((((3/0)/(6/3))*(5*(7/9)))/(((6/3)+(1*8))/((6+6)+(9*1))))	(/(*(/(/30)(/63))(*5(/79)))(/(+(/63)(*18))(+(+66)(*91))))	((((30/)(63/)/)(5(79/)*)*)(((63/)(18*)+)((66+)(91*)+)/)/)
((((1-1)+(4*8))+((1+0)-2))*4)	(*(+(+(-11)(*48))(-(+10)2))4)	((((11-)(48*)+)((10+)2-)+)4*)
((((7*8)/(3*6))*((7+5)/6))*(4-7))	(*(*(/(*78)(*36))(/(+75)6))(-47))	((((78*)(36*)/)((75+)6/)*)(47-)*)
((((4-2)/(9/0))/((8/1)*9))*(2*(1-8)))	(*(/(/(-42)(/90))(*(/81)9))(*2(-18)))	((((42-)(90/)/)((81/)9*)/)(2(18-)*)*)
((((2*8)+(3*4))/((2*4)*4))-(7/(6-(5-3))))	(-(/(+(*28)(*34))(*(*24)4))(/7(-6(-53))))	((((28*)(34*)+)((24*)4*)/)(7(6(53-)-)/)-)
((((8-9)/(8+0))-((0*0)+7))/(8*((5-1)+2)))	(/(-(/(-89)(+80))(+(*00)7))(*8(+(-51)2)))	((((89-)(80+)/)((00*)7+)-)(8((51-)2+)*)/)
((((1*5)-(0*8))/((1+6)-7))-(4+((1/2)-(9-3))))	(-(/(-(*15)(*08))(-(+16)7))(+4(-(/12)(-93))))	((((15*)(08*)-)((16+)7-)/)(4((12/)(93-)-)+)-)
((((6-8)+(4+7))+((9/4)+3))/((8/1)-7))	(/(+(+(-68)(+47))(+(/94)3))(-(/81)7))	((((68-)(47+)+)((94/)3+)+)((81/)7-)/)
((((4+6)+(3+1))+((0/1)-8))/((3/8)-(1/0)))	(/(+(+(+46)(+31))(-(/01)8))(-(/38)(/10)))	((((46+)(31+)+)((01/)8-)+)((38/)(10/)-)/)
((((7-0)*(3/7))-((1-7)+5))-((4*5)+(6/(8*0))))	(-(-(*(-70)(/37))(+(-17)5))(+(*45)(/6(*80))))	((((70-)(37/)*)((17-)5+)-)((45*)(6(80*)/)+)-)
((((3+2)/(4-7))-((0/4)*8))*((9+2)/((2-6)+2)))	(*(-(/(+32)(-47))(*(/04)8))(/(+92)(+(-26)2)))	((((32+)(47-)/)((04/)8*)-)((92+)((26-)2+)/)*)
((((1/5)/(4-8))/((5-9)-9))+((6/6)*((4*4)-(9*8))))	(+(/(/(/15)(-48))(-(-59)9))(*(/66)(-(*44)(*98))))	((((15/)(48-)/)((59-)9-)/)((66/)((44*)(98*)-)*)+)
((((4+8)-(4+3))/((3/5)*3))-((0*(0-3))-7))	(-(/(-(+48)(+43))(*(/35)3))(-(*0(-03))7))	((((48+)(43+)-)((35/)3*)/)((0(03-)*)7-)-)
((((4-9)-(6/3))*((8+4)+7))-((3+(3+9))/(6/7)))	(-(*(-(-49)(/63))(+(+84)7))(/(+3(+39))(/67)))	((((49-)(63/)-)((84+)7+)*)((3(39+)+)(67/)/)-)
((((3*9)-(8-1))-((0/1)+3))*((6+(1/8))*(8-(7/1))))	(*(-(-(*39)(-81))(+(/01)3))(*(+6(/18))(-8(/71))))	((((39*)(81-)-)((01/)3+)-)((6(18/)+)(8(71/)-)*)*)
((((2/4)*(0*9))-((6/7)*4))/((9*(4/8))+((5+1)-2)))	(/(-(*(/24)(*09))(*(/67)4))(+(*9(/48))(-(+51)2)))	((((24/)(09*)*)((67/)4*)-)((9(48/)*)((51+)2-)+)/)
((((7*3)/(2+3))/((5-8)+2))-((5-(9-1))-((4*4)-(9/9))))	(-(/(/(*73)(+23))(+(-58)2))(-(-5(-91))(-(*44)(/99))))	((((73*)(23+)/)((58-)2+)/)((5(91-)-)((44*)(99/)-)-)-)
((((1+4)-(0*6))-((6+3)/0))/(((8/0)*0)*9))	(/(-(-(+14)(*06))(/(+63)0))(*(*(/80)0)9))	((((14+)(06*)-)((63+)0/)-)(((80/)0*)9*)/)
((((9-6)+(5/8))/((6+1)-5))-(((8+5)-1)*(6-4)))	(-(/(+(-96)(/58))(-(+61)5))(*(-(+85)1)(-64)))	((((96-)(58/)+)((61+)5-)/)(((85+)1-)(64-)*)-)
((((8+1)+(1*4))-((0-4)/5))/(((6/9)*1)-(7/(8*9))))	(/(-(+(+81)(*14))(/(-04)5))(-(*(/69)1)(/7(*89))))	((((81+)(14*)+)((04-)5/)-)(((69/)1*)(7(89*)/)-)/)
((((4*8)*(9/1))*((2/7)*9))+(((0+5)+8)-((2-5)*4)))	(+(*(*(*48)(/91))(*(/27)9))(-(+(+05)8)(*(-25)4)))	((((48*)(91/)*)((27/)9*)*)(((05+)8+)((25-)4*)-)+)
((((4-7)/(3/0))*((0+6)+4))/(((0*9)+5)+((0-6)*(9/8))))	(/(*(/(-47)(/30))(+(+06)4))(+(+(*09)5)(*(-06)(/98))))	((((47-)(30/)/)((06+)4+)*)(((09*)5+)((06-)(98/)*)+)/)
((((6-5)-(9+3))*((0*8)*1))*(((0+2)/(2/4))*7))	(*(*(-(-65)(+93))(*(*08)1))(*(/(+02)(/24))7))	((((65-)(93+)-)((08*)1*)*)(((02+)(24/)/)7*)*)
((((1/6)-(2/7))-((5-3)*7))+(((8+9)*(1/8))/(0*1)))	(+(-(-(/16)(/27))(*(-53)7))(/(*(+89)(/18))(*01)))	((((16/)(27/)-)((53-)7*)-)(((89+)(18/)*)(01*)/)+)
((((8/9)*(9*7))+((2-8)/3))/(((0/5)+(4/6))+(2/(7+2))))	(/(+(*(/89)(*97))(/(-28)3))(+(+(/05)(/46))(/2(+72))))	((((89/)(97*)*)((28-)3/)+)(((05/)(46/)+)(2(72+)/)+)/)
((((4*9)-(6/6))+((2/5)*1))-(((0+1)+(9-3))*((6-6)*7)))	(-(+(-(*49)(/66))(*(/25)1))(*(+(+01)(-93))(*(-66)7)))	((((49*)(66/)-)((25/)1*)+)(((01+)(93-)+)((66-)7*)*)-)
((((9/4)+(5/4))*((8/5)*6))/(((0-9)*(3/2))-((4-2)+(7*0))))	(/(*(+(/94)(/54))(*(/85)6))(-(*(-09)(/32))(+(-42)(*70))))	((((94/)(54/)+)((85/)6*)*)(((09-)(32/)*)((42-)(70*)+)-)/)
((((9-5)/(5/1))*((1/6)+(0+9)))-5)	(-(*(/(-95)(/51))(+(/16)(+09)))5)	((((95-)(51/)/)((16/)(09+)+)*)5-)
((((4*8)/(2+3))+((1-3)*(0/4)))+(9-4))	(+(+(/(*48)(+23))(*(-13)(/04)))(-94))	((((48*)(23+)/)((13-)(04/)*)+)(94-)+)
((((4-1)*(2/2))*((7*7)-(9+6)))*(8/(8*1)))	(*(*(*(-41)(/22))(-(*77)(+96)))(/8(*81)))	((((41-)(22/)*)((77*)(96+)-)*)(8(81*)/)*)
((((2*0)+(5-9))-((4*7)-(6-3)))/(5+(5*(3+3))))	(/(-(+(*20)(-59))(-(*47)(-63)))(+5(*5(+33))))	((((20*)(59-)+)((47*)(63-)-)-)(5(5(33+)*)+)/)
((((1/4)/(4-8))*((0/7)-(4+4)))+(7-((4+4)-6)))	(+(*(/(/14)(-48))(-(/07)(+44)))(-7(-(+44)6)))	((((14/)(48-)/)((07/)(44+)-)*)(7((44+)6-)-)+)
((((1-7)*(4*3))*((5+5)*(1*5)))*(5-((5*9)*(0*0))))	(*(*(*(-17)(*43))(*(+55)(*15)))(-5(*(*59)(*00))))	((((17-)(43*)*)((55+)(15*)*)*)(5((59*)(00*)*)-)*)
((((3/6)+(8*1))*((2+7)+(3/4)))*((6/8)+3))	(*(*(+(/36)(*81))(+(+27)(/34)))(+(/68)3))	((((36/)(81*)+)((27+)(34/)+)*)((68/)3+)*)
((((0/3)-(9-4))+((4*1)*(9*3)))-((9*7)/(0-6)))	(-(+(-(/03)(-94))(*(*41)(*93)))(/(*97)(-06)))	((((03/)(94-)-)((41*)(93*)*)+)((97*)(06-)/)-)
((((5/1)/(5*6))+((0/8)*(3*3)))-((4*4)-(4+(5+7))))	(-(+(/(/51)(*56))(*(/08)(*33)))(-(*44)(+4(+57))))	((((51/)(56*)/)((08/)(33*)*)+)((44*)(4(57+)+)-)-)
((((8+7)*(7-0))*((7/6)/(3+7)))-((7+5)/((0/9)+4)))	(-(*(*(+87)(-70))(/(/76)(+37)))(/(+75)(+(/09)4)))	((((87+)(70-)*)((76/)(37+)/)*)((75+)((09/)4+)/)-)
((((0/3)*(8-3))*((9-6)-(1+1)))*((5*6)/((2+9)*(6-2))))	(*(*(*(/03)(-83))(-(-96)(+11)))(/(*56)(*(+29)(-62))))	((((03/)(83-)*)((96-)(11+)-)*)((56*)((29+)(62-)*)/)*)
((((7/3)+(2*0))-((2*1)+(3/9)))*((4/(3*5))+4))	(*(-(+(/73)(*20))(+(*21)(/39)))(+(/4(*35))4))	((((73/)(20*)+)((21*)(39/)+)-)((4(35*)/)4+)*)
((((0-4)/(8*3))-((4*4)/(0/9)))*((6-(6+6))/(7+1)))	(*(-(/(-04)(*83))(/(*44)(/09)))(/(-6(+66))(+71)))	((((04-)(83*)/)((44*)(09/)/)-)((6(66+)-)(71+)/)*)
((((0/3)*(8/4))-((1+4)*(2*2)))/((7-(6/3))*(2-(9*6))))	(/(-(*(/03)(/84))(*(+14)(*22)))(*(-7(/63))(-2(*96))))	((((03/)(84/)*)((14+)(22*)*)-)((7(63/)-)(2(96*)-)*)/)
((((1-4)+(5-3))-((7*7)*(0+3)))+((3*(1-1))*((9/4)*0)))	(+(-(+(-14)(-53))(*(*77)(+03)))(*(*3(-11))(*(/94)0)))	((((14-)(53-)+)((77*)(03+)*)-)((3(11-)*)((94/)0*)*)+)
((((9-9)+(8/9))/((7/0)+(2/2)))/((1+(0+9))+((6+2)+(1+0))))	(/(/(+(-99)(/89))(+(/70)(/22)))(+(+1(+09))(+(+62)(+10))))	((((99-)(89/)+)((70/)(22/)+)/)((1(09+)+)((62+)(10+)+)+)/)
((((6+2)+(1+2))-((1*0)+(1+9)))*(((0+1)-0)-5))	(*(-(+(+62)(+12))(+(*10)(+19)))(-(-(+01)0)5))	((((62+)(12+)+)((10*)(19+)+)-)(((01+)0-)5-)*)
((((3*0)-(1*6))*((1+5)/(7+3)))*(((2/1)*7)-(5+9)))	(*(*(-(*30)(*16))(/(+15)(+73)))(-(*(/21)7)(+59)))	((((30*)(16*)-)((15+)(73+)/)*)(((21/)7*)(59+)-)*)
((((7/9)-(6*1))+((4*2)-(3-4)))/(((9*0)-2)-(6/(5+5))))	(/(+(-(/79)(*61))(-(*42)(-34)))(-(-(*90)2)(/6(+55))))	((((79/)(61*)-)((42*)(34-)-)+)(((90*)2-)(6(55+)/)-)/)
((((2/1)-(5/7))/((9+0)/(4*4)))*(((1*6)*2)*((9+1)-0)))	(*(/(-(/21)(/57))(/(+90)(*44)))(*(*(*16)2)(-(+91)0)))	((((21/)(57/)-)((90+)(44*)/)/)(((16*)2*)((91+)0-)*)*)
((((2+1)/(3+3))+((8+4)/(5*6)))+(((0+2)+6)-((0*7)/(7*1))))	(+(+(/(+21)(+33))(/(+84)(*56)))(-(+(+02)6)(/(*07)(*71))))	((((21+)(33+)/)((84+)(56*)/)+)(((02+)6+)((07*)(71*)/)-)+)
((((3*0)/(6/8))+((8-2)+(0-2)))*(((4*2)/(2-0))/1))	(*(+(/(*30)(/68))(+(-82)(-02)))(/(/(*42)(-20))1))	((((30*)(68/)/)((82-)(02-)+)+)(((42*)(20-)/)1/)*)
((((4+4)-(4-7))/((9*3)/(6+1)))/(((9-9)-(3/6))-(9*1)))	(/(/(-(+44)(-47))(/(*93)(+61)))(-(-(-99)(/36))(*91)))	((((44+)(47-)-)((93*)(61+)/)/)(((99-)(36/)-)(91*)-)/)
((((7-1)-(3*9))*((1/2)-(8+9)))-(((2/2)+(0-7))-(0*(2-9))))	(-(*(-(-71)(*39))(-(/12)(+89)))(-(+(/22)(-07))(*0(-29))))	((((71-)(39*)-)((12/)(89+)-)*)(((22/)(07-)+)(0(29-)*)-)-)
((((3/5)*(8-3))-((4/9)/(8*7)))+(((5+9)-(1-2))+((5-6)*2)))	(+(-(*(/35)(-83))(/(/49)(*87)))(+(-(+59)(-12))(*(-56)2)))	((((35/)(83-)*)((49/)(87*)/)-)(((59+)(12-)-)((56-)2*)+)+)
((((4*3)+(3/0))+((9/1)/(8+6)))+(((7-0)-(8-2))*((7+1)-(3-1))))	(+(+(+(*43)(/30))(/(/91)(+86)))(*(-(-70)(-82))(-(+71)(-31))))	((((43*)(30/)+)((91/)(86+)/)+)(((70-)(82-)-)((71+)(31-)-)*)+)
(7+(6*(3*(7*6))))	(+7(*6(*3(*76))))	(7(6(3(76*)*)*)+)
(7/(6/((9/4)*4)))	(/7(/6(*(/94)4)))	(7(6((94/)4*)/)/)
(6/(3+((6/4)-(4+9))))	(/6(+3(-(/64)(+49))))	(6(3((64/)(49+)-)+)/)
(1-((7-5)*(3-(5-5))))	(-1(*(-75)(-3(-55))))	(1((75-)(3(55-)-)*)-)
(5+((7+7)-((9-5)+4)))	(+5(-(+77)(+(-95)4)))	(5((77+)((95-)4+)-)+)
(9/((6+9)/((9/2)/(0+6))))	(/9(/(+69)(/(/92)(+06))))	(9((69+)((92/)(06+)/)/)/)
(8*((2+(4*6))*1))	(*8(*(+2(*46))1))	(8((2(46*)+)1*)*)
(7+((1*(1+6))/(4*6)))	(+7(/(*1(+16))(*46)))	(7((1(16+)*)(46*)/)+)
(8+((7-(4/1))+(7/(4-0))))	(+8(+(-7(/41))(/7(-40))))	(8((7(41/)-)(7(40-)/)+)+)
(9*((9*(8/6))/((4*9)-1)))	(*9(/(*9(/86))(-(*49)1)))	(9((9(86/)*)((49*)1-)/)*)
(3*((4*(1-0))+((7/2)-(5/3))))	(*3(+(*4(-10))(-(/72)(/53))))	(3((4(10-)*)((72/)(53/)-)+)*)
(2-(((3+8)*8)*3))	(-2(*(*(+38)8)3))	(2(((38+)8*)3*)-)
(2+(((2/3)/3)/(3/5)))	(+2(/(/(/23)3)(/35)))	(2(((23/)3/)(35/)/)+)
(9/(((1/8)*8)+(0/(4*4))))	(/9(+(*(/18)8)(/0(*44))))	(9(((18/)8*)(0(44*)/)+)/)
(3/(((2/8)-4)/((5/1)*9)))	(/3(/(-(/28)4)(*(/51)9)))	(3(((28/)4-)((51/)9*)/)/)
(9+(((1/5)+4)-((0+7)/(2/6))))	(+9(-(+(/15)4)(/(+07)(/26))))	(9(((15/)4+)((07+)(26/)/)-)+)
(8/(((1+5)+(5-5))-2))	(/8(-(+(+15)(-55))2))	(8(((15+)(55-)+)2-)/)
(0-(((2*3)-(9+1))-(2-4)))	(-0(-(-(*23)(+91))(-24)))	(0(((23*)(91+)-)(24-)-)-)
(5/(((3*1)*(0/3))+(9-(3+6))))	(/5(+(*(*31)(/03))(-9(+36))))	(5(((31*)(03/)*)(9(36+)-)+)/)
(1*(((0+8)+(0*1))-((5/4)/1)))	(*1(-(+(+08)(*01))(/(/54)1)))	(1(((08+)(01*)+)((54/)1/)-)*)
(3/(((1/8)/(3*8))+((6*4)+(1/6))))	(/3(+(/(/18)(*38))(+(*64)(/16))))	(3(((18/)(38*)/)((64*)(16/)+)+)/)
((2+4)-(3*(4-(7+9))))	(-(+24)(*3(-4(+79))))	((24+)(3(4(79+)-)*)-)
((8+0)+(4+((0/6)-4)))	(+(+80)(+4(-(/06)4)))	((80+)(4((06/)4-)+)+)
((3*4)+(0*((5-3)+(0+7))))	(+(*34)(*0(+(-53)(+07))))	((34*)(0((53-)(07+)+)*)+)
((7+3)/((1+8)-(4/(8-8))))	(/(+73)(-(+18)(/4(-88))))	((73+)((18+)(4(88-)/)-)/)
((0-7)/((4-6)-((5+2)/5)))	(/(-07)(-(-46)(/(+52)5)))	((07-)((46-)((52+)5/)-)/)
((9*9)*((9*2)+((5+1)*(2+9))))	(*(*99)(+(*92)(*(+51)(+29))))	((99*)((92*)((51+)(29+)*)+)*)
((6*4)*((9/(7*3))+1))	(*(*64)(+(/9(*73))1))	((64*)((9(73*)/)1+)*)
((2-8)/((4+(2/2))-(1/3)))	(/(-28)(-(+4(/22))(/13)))	((28-)((4(22/)+)(13/)-)/)
((1/5)*((1/(0*8))+(2+(3*3))))	(*(/15)(+(/1(*08))(+2(*33))))	((15/)((1(08*)/)(2(33*)+)+)*)
((4/1)+((9+(8*1))+((5-0)/2)))	(+(/41)(+(+9(*81))(/(-50)2)))	((41/)((9(81*)+)((50-)2/)+)+)
((6+6)/((4-(0*1))/((8*7)-(8+9))))	(/(+66)(/(-4(*01))(-(*87)(+89))))	((66+)((4(01*)-)((87*)(89+)-)/)/)
